Work ID,DOI,Title,Author,Year,Date,Citation count,Open access
W2092322670,https://doi.org/10.1029/2009ja015116,"Magnetic field at geosynchronous orbit during high‐speed stream‐driven storms: Connections to the solar wind, the plasma sheet, and the outer electron radiation belt",Joseph E. Borovsky|M. H. Denton,2010,2010-08-01,75,Open Access
W4410918923,https://doi.org/10.55248/gengpi.6.0525.1818,Ai Driving Companion,P Nagalakshmi|Santhos K.S|S Srivarun|M Nithesh,2025,2025-05-01,0,Open Access
W7129563197,https://doi.org/10.48550/arxiv.2602.14922,ReusStdFlow: A Standardized Reusability Framework for Dynamic Workflow Construction in Agentic AI,Gaoyang Zhang|Shanghong Zou|Yafang Wang|He Zhang|Ruohua Xu|Feng Zhao,2026,2026-02-16,0,Open Access
W4404645544,https://doi.org/10.55041/ijsrem36175,"""Storage Best Prac-ces for Enterprise LLM Deployments: A Decision Maker's Guide""",Senior Technical Marketing Engineer|Prabu Arjunan,2024,2024-11-23,0,Open Access
W7130930118,https://doi.org/10.65138/ijtrp.2026.v2i2.13,The Artificial Brain: A Neuroscience Inspired Architecture for Multimodal AI Systems,Krrish Choudhary|Tanvi Kandoi,2026,2026-02-22,0,Open Access
W2592400740,,Vybrané problémy konstrukce historických mapových děl na příkladu zpracování Historického atlasu vybraných území Evropy a Afriky podle Klaudia Ptolemaia,Lukáš Heřman|Jan Russnák,2012,2012-01-01,0,NOT Open Access
W2358464317,,Remote sensing image web publishing system for earthquake disaster prevention and mitigation,Jingfa Zhang,2009,2009-01-01,0,NOT Open Access
W4410247196,https://doi.org/10.9717/kmms.2025.28.4.560,Designing and Evaluating the Performance of a Retrieval-Augmented Generation(RAG)-Based Question Answering System for Enhancing the Reliability of Large Language Models,Jaeyeon Byun|Bo-Kyeong Kim|Kyung-Ae Cha,2025,2025-04-30,0,Open Access
W7163043321,https://doi.org/10.3126/njg.v2i1.51462,Orthophoto mapping: A fundamental data layer for urban GIS in NGII in Nepal,Raja Ram Chhatkuli,2003,2003-05-28,0,Open Access
W4398218462,https://doi.org/10.3389/fmed.2024.1392555,GastroBot: a Chinese gastrointestinal disease chatbot based on the retrieval-augmented generation,Qingqing Zhou|Can Liu|Yuchen Duan|Kaijie Sun|Yu Li|Hongxing Kan|Zongyun Gu|Jianhua Shu|Jili Hu,2024,2024-05-22,38,Open Access
W4403458599,https://doi.org/10.1186/s13326-024-00320-3,Dynamic Retrieval Augmented Generation of Ontologies using Artificial Intelligence (DRAGON-AI),Sabrina Toro|Anna V. Anagnostopoulos|Susan M. Bello|Kai Blumberg|Rhiannon Cameron|Leigh Carmody|Alexander D. Diehl|Damion Dooley|William D. Duncan|Petra Fey|Pascale Gaudet|Nomi L. Harris|Marcin P. Joachimiak|Leila Kiani|Tiago Lubiana|Mónica Muñoz-Torres|Shawn T. O’Neil|David Osumi-Sutherland|Aleix Puig-Barbe|Justin Reese|Leonore Reiser|Sofia Robb|Troy Ruemping|James Seager|Eric Sid|Ray Stefancsik|Magalie Weber|Valerie Wood|Melissa Haendel|Chris Mungall,2024,2024-10-16,48,Open Access
W7155488339,https://doi.org/10.63282/3050-9416.ijaibdcms-v7i2p117,Distributed RAG Architecture for Enterprise Knowledge QA on Databricks,Vamshi Krishna Malthummeda,2026,2026-01-01,0,Open Access
W2042240809,https://doi.org/10.1371/journal.pone.0009927,Environmental Factors Associated with the Distribution of Anopheles gambiae s.s in Ghana; an Important Vector of Lymphatic Filariasis and Malaria,Dziedzom K. de Souza|Louise A. Kelly‐Hope|Bernard Walter Lawson|Michael D. Wilson|Daniel A. Boakye,2010,2010-03-26,112,Open Access
W7118317836,https://doi.org/10.15680/ijirset.2025.1412113,The Symbiotic Evolution: Modern AI Algorithms and the Paradigm Shift to DataCentric Technologies,Sahaya Brainy,2025,2025-01-01,0,Open Access
W7165358865,https://doi.org/10.3390/network6020041,Cognitive Network Intrusion Detection Systems: Anomaly and Malware Detection for Zero-Day Attack Resilience,Jimmy Agung Gunawan|Moses Laksono Singgih|Raden Venantius Hari Ginardi,2026,2026-06-18,0,Open Access
W4406928775,https://doi.org/10.1108/ijpdlm-12-2023-0492,Innovators and transformers: Enhancing supply chain employee training with an innovative application of a large language model,Arda Gezdur|Jyotirmoyee Bhattacharjya,2025,2025-01-29,30,Open Access
W7164048149,https://doi.org/10.5281/zenodo.20610170,Introduction to the Educational Knowledge Fragmentation Crisis,Ayushmaan Singh Bundela,2026,2026-06-09,0,Open Access
W4407039489,https://doi.org/10.7251/jit2401029a,Use of AI applications in providing free legal assistance to citizens of BiH,Admir Agic|Boško Jefić,2024,2024-05-10,0,Open Access
W7164046778,https://doi.org/10.5281/zenodo.20610171,Introduction to the Educational Knowledge Fragmentation Crisis,Ayushmaan Singh Bundela,2026,2026-06-09,0,Open Access
W1789772299,https://doi.org/10.1093/nar/gkv583,Efficient production of superior dumbbell-shaped DNA minimal vectors for small hairpin RNA expression,Han Yu|Xiaoou Jiang|Kar Tong Tan|Liting Hang|Volker Patzel,2015,2015-06-11,12,Open Access
W7162953276,https://doi.org/10.70417/s3ode4cnb27,"REVISIÓN SISTEMÁTICA DE LA LITERATURA: APLICACIÓN DE SISTEMAS DE RECUPERACIÓN DE INFORMACIÓN, NLP Y ARQUITECTURAS RAG EN EL DOMINIO JURÍDICO-ADMINISTRATIVO DE INSTITUCIONES EDUCATIVAS",Ing. Edgar David Mariano Ruiz|A Villegas|Dra. Mercedes Hernández de la Cruz|René Edmundo Cuevas Valencia,2026,2026-05-31,0,Open Access
W3013356100,https://doi.org/10.11646/zootaxa.4747.3.1,Updated list of Anopheles species (Diptera: Culicidae) by country in the Afrotropical Region and associated islands,Seth R. Irish|David Kyalo|Robert W. Snow|Maureen Coetzee,2020,2020-03-04,82,Open Access
W4410409124,https://doi.org/10.30574/wjaets.2025.15.2.0633,Data modeling best practices for AI-driven applications: Architectures for scale and efficiency,Pranith Kumar Reddy Myeka,2025,2025-05-15,0,Open Access
W7154620011,https://doi.org/10.32628/ijsrset2613255,"Generative AI Integration and RAG-Based Enterprise Tooling: Architectures, Techniques, and Organizational Impact",Yasmeen Syed,2025,2025-12-23,0,Open Access
W7127219586,,"GC-1215 ClinicalRAG: A Scalable Benchmark of Privacy, Relevance, and Speed in Semantic Retrieval for clinical transcriptions",Pradyumna Kumar|Sai Sruti Dandibhatla|Srinivasan Subramanian|Purna Chandu Anukula|Pranitha Athukuri,2025,2025-11-25,0,NOT Open Access
W7155075703,https://doi.org/10.5281/zenodo.19675253,Lightweight Retrieval-Augmented Generation System For CPU-Only Document Question Answering,Pratik Halnor|Om Kale|Vishal Gore|Abhishek Kahar|Devyani Jadhav,2026,2026-01-01,0,Open Access
W4409561035,https://doi.org/10.1109/tcad.2025.3562158,Streamlining Computational Lithography With Efficient Pattern Database,Su Zheng|Wenqian Zhao|Shuyuan Sun|Fan Yang|Bei Yu|Martin D. F. Wong,2025,2025-04-17,0,NOT Open Access
W7110611659,,Documentation-Aware Code Generation Via Retrieval Augmented Generation,"Amirtharaj, Daniel|Norwood, Rahmin",2025,2025-06-09,0,NOT Open Access
W7154041098,https://doi.org/10.5281/zenodo.19554785,"MedEase : An AI Driven Medical Chatbot Using LLMs, Lang chain and Vector Searching for Scalable Healthcare Assistance",Ashutosh Kumar Verma|Aryan|Sandeep Kumar Yadav|Dr.  Kaustubh Kumar Shukla,2026,2026-04-13,0,Open Access
W7154469721,https://doi.org/10.5281/zenodo.19589771,"MedEase : An AI Driven Medical Chatbot Using LLMs, Lang chain and Vector Searching for Scalable Healthcare Assistance",Ashutosh Verma|Aryan|Sandeep Kumar Yadav|Kaustubh Kumar Shukla,2026,2026-04-13,0,Open Access
W7154165199,https://doi.org/10.5281/zenodo.19554786,"MedEase : An AI Driven Medical Chatbot Using LLMs, Lang chain and Vector Searching for Scalable Healthcare Assistance",Ashutosh Kumar Verma|Aryan|Sandeep Kumar Yadav,2026,2026-04-13,0,Open Access
W2347782892,,Study On the Security of Ecological Environment of the Ecotone Between Oasis and Desert By “3S” Techniques,Bingyu He,2005,2005-01-01,0,NOT Open Access
W7168922617,https://doi.org/10.5281/zenodo.21389836,"Human-Centered AI Infrastructure: A Vision for Local-First, Retrieval-Grounded, and Accountable Intelligent Systems",Shubham Mallick,2026,2026-07-16,0,Open Access
W7162701688,,3D Target Recognition Based on Invariant Angle Contour,WEI Yong-Chao|CHEN Feng|ZHUANG Xia|Qiang Fu,2017,2017-01-01,0,Open Access
W7155098512,https://doi.org/10.5281/zenodo.19675254,Lightweight Retrieval-Augmented Generation System For CPU-Only Document Question Answering,Pratik Halnor|Om Kale|Vishal Gore|Abhishek Kahar|Devyani Jadhav,2026,2026-01-01,0,Open Access
W7154913152,https://doi.org/10.55041/isjem06598,Twinity: A Retrieval-Augmented AI Enabled Avatar-Based Co-Pilot Assistant with Multimodal Chat and Voice Interaction, Md. Aaquib Sheikh|M. Amaan Ansari|Md. Kounen|Md. Aadil Siddiqui|Firoz Ahmed Siddiqu,2026,2026-04-19,0,NOT Open Access
W4405388744,https://doi.org/10.62051/ijgem.v5n2.30,Machine Learning Enterprise Financial Intelligent Risk Control System Based on New Database,Hongyi Guo|Yanjun Liu|Liming Hu|Xuanbo Zhang,2024,2024-12-05,0,Open Access
W4416662720,https://doi.org/10.29056/jncist.2025.11.01,Design and Implementation of an Emotional AI Game Character System,Eun Joung Kim|JungYoon Kim,2025,2025-11-26,0,Open Access
W7168512404,https://doi.org/10.5281/zenodo.21390003,"Human-Centered AI Infrastructure: A Vision for Local-First, Retrieval-Grounded, and Accountable Intelligent Systems",Shubham Mallick,2026,2026-07-16,0,Open Access
W7160084801,https://doi.org/10.55041/ijcope.v2i4.952,GenAI Assistant Analysis for Health Record Management,Dr. Sheryl Radley Dr. Sheryl Radley|Syed Abdhul Kadhar S Syed Abdhul Kadhar S|Muthu Murugan Harish S Muthu Murugan Harish S|Hemanath Kumar R Hemanath Kumar R,2026,2026-05-01,0,NOT Open Access
W2035121505,https://doi.org/10.1083/jcb.201401049,SLK-dependent activation of ERMs controls LGN–NuMA localization and spindle orientation,Mickaël Machicoane|Cristina A. de Frutos|Jenny Fink|Murielle Rocancourt|Yannis Lombardi|Sonia Garel|Matthieu Piel|Arnaud Échard,2014,2014-06-23,103,Open Access
W7162118502,https://doi.org/10.55041/ijcope.v2i5.676,Scalable Retrieval-Augmented Generation for Context-Aware Educational Assistants: A Case Study on the NoteLeech AI Platform,Roopal Yadav Roopal Yadav|Adarsh Raghuvanshi Adarsh Raghuvanshi|Suraj Singh Dhakar Suraj Singh Dhakar|Kshitij Saxena Kshitij Saxena|Rishabh Jain Rishabh Jain,2026,2026-05-22,0,Open Access
W7160700087,https://doi.org/10.1016/j.infsof.2026.108183,The hands behind the agents: Understanding practitioner challenges with agentic frameworks,Rinad Hamid|John Pangas|Ahmad Abdellatif,2026,2026-05-09,0,Open Access
W4414128336,https://doi.org/10.3390/ai6090226,Retrieval-Augmented Generation (RAG) in Healthcare: A Comprehensive Review,Fnu Neha|Deepshikha Bhati|Deepak Kumar Shukla,2025,2025-09-11,54,Open Access
W4360999292,https://doi.org/10.1016/j.ufug.2023.127917,Assessing urban greenery by harvesting street view data: A review,Yanzhi Lu|Emma Ferranti|Lee Chapman|Christian Pfrang,2023,2023-03-27,72,Open Access
W4390829176,https://doi.org/10.3390/app14020675,"Balancing Privacy and Progress: A Review of Privacy Challenges, Systemic Oversight, and Patient Perceptions in AI-Driven Healthcare",S. Williamson|Victor R. Prybutok,2024,2024-01-12,507,Open Access
W2041871713,https://doi.org/10.1016/j.ecoser.2014.06.003,Mapping beneficiaries of ecosystem services flows from Natura 2000 sites,Uta Schirpke|Rocco Scolozzi|Claudio De Marco|Ulrike Tappeiner,2014,2014-07-08,78,Open Access
W2796062705,https://doi.org/10.1186/s10033-018-0215-8,Locomotion Optimization and Manipulation Planning of a Tetrahedron-Based Mobile Mechanism with Binary Control,Ran Liu|Yan‐an Yao|Wan Ding|Xiaoping Liu,2018,2018-02-26,19,Open Access
W1996409499,https://doi.org/10.3758/bf03206412,"Nonlinear, near photo-realistic caricatures using a parametric facial appearance model",Stuart Gibson|Christopher J. Solomon|Alvaro Pallares-Bejarano,2005,2005-02-01,5,Open Access
W2477089604,https://doi.org/10.1016/j.jenvman.2016.06.031,Spatial modelling of landscape aesthetic potential in urban-rural fringes,Yohan Sahraoui|Céline Clauzel|Jean‐Christophe Foltête,2016,2016-08-05,77,NOT Open Access
W4408504527,https://doi.org/10.53555/ks.v10i2.3758,"Cloud-Native Data Governance for Next-Generation Automotive Manufacturing: Securing, Managing, and Optimizing Big Data in AI-Driven Production Systems",Anil Lokesh Gadi,2022,2022-01-01,35,Open Access
W4408508127,https://doi.org/10.37082/ijirmps.v13.i2.232211,Role of Database in GenAI Applications,Santosh Bhupathi -,2025,2025-03-07,0,Open Access
W7155183222,https://doi.org/10.1177/17479541261441416,Developing a generative ai–based anti-doping consultation system to enhance coaching practice and athlete decision-making,J P. Lee|Jae-Hyeon Park|Danhwi Oh|Changgyun Kim,2026,2026-04-22,0,NOT Open Access
W7154998929,https://doi.org/10.38124/ijisrt/26apr670,Enhancing IVF Patient Care Using an AI-Powered Chatbot with Retrieval-Augmented Generation (RAG),Rajitha Maduri|Venkata Siva Gatta|Naveen Kumar|Bharani Kumar Deparu|Sreeja Deparu|Bhargavi Depuru|Mukesh Marwade|Gayathri K,2026,2026-04-20,0,Open Access
W7155088294,https://doi.org/10.55041/ijsrem60731,REVIEW PAPER ON AGENTIC AI BASE E LEARNING SYSTEM,Om Mankar|Rushikesh Bhalerao|Saurabh Ghangale|Suraj Jadhav|Suraj Kotkar,2026,2026-04-21,0,NOT Open Access
W7108330538,https://doi.org/10.5281/zenodo.17784837,Dissonance-Weighted Eviction: A Hybrid LRU Protocol for Long-Horizon Agent Memory,"Holt, Igor",2025,2025-12-02,0,Open Access
W7160552500,https://doi.org/10.22214/ijraset.2026.81658,Offline Retrieval-Agumented Generation for Secure Document Intelligence,P. Pravallika,2026,2026-05-07,0,Open Access
W7161767732,https://doi.org/10.5281/zenodo.20304133,Ai Powered Ats Resume Screeing And Job Recommendation System,Ragula Rajesh|Potti Rakesh|Poojari Jayakrishna|Mrs.V. Elavenil,2026,2026-05-20,0,Open Access
W7155035554,https://doi.org/10.22214/ijraset.2026.80282,SmartFAQEngine: An AI-Driven E-commerce Assistance Platform,Ms. P. Sasikala,2026,2026-04-21,0,Open Access
W7108337798,https://doi.org/10.5281/zenodo.17784838,Dissonance-Weighted Eviction: A Hybrid LRU Protocol for Long-Horizon Agent Memory,"Holt, Igor",2025,2025-12-02,0,Open Access
W4409675976,https://doi.org/10.22214/ijraset.2025.67223,ExamGenie,Karan Panchal,2025,2025-04-22,0,Open Access
W7161813851,https://doi.org/10.5281/zenodo.20304132,Ai Powered Ats Resume Screeing And Job Recommendation System,Ragula Rajesh|Potti Rakesh|Poojari Jayakrishna|Mrs.V. Elavenil,2026,2026-05-20,0,Open Access
W7164679026,https://doi.org/10.1371/journal.pdig.0001474.s004,<p>Clinical integration framework of GraphRAG for personalized perioperative fluid therapy.</p>,Jie Song (60883)|J. Feng|Yuxin Zhang (168579)|Cheng Bi (649542)|Xin Zheng (104081)|Zhichuan Xu|J Du|Mengqiao He|Meng Xiao (591353)|Xiaoran Li (656489)|Q Jackie Cao|Chi Zhang (9857)|Hao Yang (328526)|Rongrong Wu|Bairong Shen (166580),2026,2026-06-11,0,Open Access
W7131149469,https://doi.org/10.48550/arxiv.2602.17856,Enhancing Scientific Literature Chatbots with Retrieval-Augmented Generation: A Performance Evaluation of Vector and Graph-Based Systems,Hamideh Ghanadian|Amin Kamali|Mohammad Hossein Tekieh,2026,2026-02-19,0,Open Access
W7155186803,https://doi.org/10.1016/j.cca.2026.121031,Automated ICAP AC-30/AC-2 discrimination on HEp-2 indirect immunofluorescence: development and clinical validation of a retrieval-based diagnostic system,Changmeng Wu|Kechi Fang|Chuan Li|Yu Li|Jing Wang,2026,2026-04-22,0,NOT Open Access
W7119501373,https://doi.org/10.3390/multimedia2010001,"An Airflow-Orchestrated AI Pipeline for Podcast Transcription, Topic Modeling, and Recommendation System",Ioannis Kazlaris|Georgios Papadopoulos|Konstantinos Diamantaras|Marina Delianidi|Eftychia Touliou|Anagnostis Yenitzes,2026,2026-01-09,0,Open Access
W2118899651,https://doi.org/10.3390/rs71013208,An Automated Method for Annual Cropland Mapping along the Season for Various Globally-Distributed Agrosystems Using High Spatial and Temporal Resolution Time Series,Nicolas Matton|Guadalupe Sepulcre Canto|François Waldner|Silvia Valero|David Morin|Jordi Inglada|Marcela Arias|Sophie Bontemps|Benjamin Koetz|Pierre Defourny,2015,2015-10-06,156,Open Access
W2911421139,https://doi.org/10.2480/agrmet.d-18-00027,Sky view factor measurement by using a spherical camera,Tsuyoshi Honjo|Tzu‐Ping Lin|Yuhwan SEO,2019,2019-01-01,40,Open Access
W2349682399,,Spatial pattern and evolution of urban construction land in Xuzhou,Bian Zheng-fu,2011,2011-01-01,0,NOT Open Access
W2094945854,https://doi.org/10.1371/journal.pntd.0001404,"Toward an Open-Access Global Database for Mapping, Control, and Surveillance of Neglected Tropical Diseases",Eveline Hürlimann|Nadine Schur|Konstantina Boutsika|Anna‐Sofie Stensgaard|Maiti Laserna de Himpsl|Kathrin Ziegelbauer|Nassor Laizer|Lukas Camenzind|Aurelio Di Pasquale|Uwem Friday Ekpo|Christopher Simoonga|Gabriel Mushinge|Christopher Saarnak|Jürg Utzinger|Thomas K. Kristensen|Penelope Vounatsou,2011,2011-12-13,116,Open Access
W1971076990,https://doi.org/10.1007/s10278-009-9185-9,Feature Selection and Performance Evaluation of Support Vector Machine (SVM)-Based Classifier for Differentiating Benign and Malignant Pulmonary Nodules by Computed Tomography,Yanjie Zhu|Yongqiang Tan|Yanqing Hua|Mingpeng Wang|Guozhen Zhang|Jianguo Zhang,2009,2009-02-25,96,Open Access
W4392477373,https://doi.org/10.1098/rsta.2023.0159,Large language models as tax attorneys: a case study in legal capabilities emergence,John J. Nay|David Karamardian|Sarah B. Lawsky|Wenting Tao|Meghana Bhat|Raghav Jain|Aaron Travis Lee|Jonathan H. Choi|Jungo Kasai,2024,2024-02-25,35,Open Access
W2438297499,https://doi.org/10.1093/jme/tjw091,"Detection of<i>Plasmodium falciparum</i>Infection in<i>Anopheles squamosus</i>(Diptera: Culicidae) in an Area Targeted for Malaria Elimination, Southern Zambia",Jennifer C. Stevenson|Limonty Simubali|Saidon Mbambara|Michael Musonda|Sydney Mweetwa|Twig Mudenda|Julia C. Pringle|Christine M. Jones|Douglas E. Norris,2016,2016-06-12,49,Open Access
W4401996044,https://doi.org/10.3390/systems12090332,Unlocking Potential: Key Factors Shaping Undergraduate Self-Directed Learning in AI-Enhanced Educational Environments,Di Wu|Shuling Zhang|Zhiyuan Ma|Xiao‐Guang Yue|Rebecca Kechen Dong,2024,2024-08-29,79,Open Access
W4412768722,https://doi.org/10.32736/sisfokom.v14i3.2383,Comparative Analysis of RAG-Based Open-Source LLMs for Indonesian Banking Customer Service Optimization Using Simulated Data,Hendra Lijaya|Patricia Ho|Handri Santoso,2025,2025-07-27,3,Open Access
W3110063481,https://doi.org/10.3390/su122310058,A Vector Map of Carbon Emission Based on Point-Line-Area Carbon Emission Classified Allocation Method,Hongjiang Liu|Fengying Yan|Hua Tian,2020,2020-12-02,27,Open Access
W2890420663,,Biological Synthesis and Structural Characterization of Selenium Nanoparticles and Assessment of Their Antimicrobial Properties,Bahig El-Deeb|Abdullah Altalhi|Nasser Y. Mostafa|Rawan Abou-assy,2018,2018-08-03,26,Open Access
W7163821455,https://doi.org/10.64751/q1xqv413,Design and Development of a Full-Stack AI Chat and Image Generation Platform (QuickGPT),Mr. Shubhendu Sekhar Sahoo|Mr. Pradyumna Baral|Satya Ranjan Pattnaik,2026,2026-06-06,0,Open Access
W7110319670,https://doi.org/10.5281/zenodo.17643486,Chat about SOEP Research Data: A RAG System for Interactive SOEP Data Exploration,"Torossian, Paylag|Goebel, Jan|Wenzig, Knut",2025,2025-11-18,0,Open Access
W3116164920,https://doi.org/10.1093/bioinformatics/btaa809,Feasible-metabolic-pathway-exploration technique using chemical latent space,Taiki Fuji|Shiori Nakazawa|Kiyoto Ito,2020,2020-09-09,11,Open Access
W4414063510,https://doi.org/10.64252/fqfchk55,BT-GEN: A Retrieval-Augmented And BT-Classified Approach For Enhancing Cognitive Assessment Through Automated MCQ Generation And Classification,Disha Sengupta|Sonam Singh|Riya Utekar|Jyoti Kumari|Chandrashekhar Ghule|Siddhi Taskar,2025,2025-08-20,0,Open Access
W821153554,,The design of 4s-van for GIS DB construction,Seung-Yong Lee|Seong-Baek Kim|Jong-Hun Lee,2002,2002-01-01,0,NOT Open Access
W4412525213,https://doi.org/10.3126/joeis.v4i1.81598,A Semantic Retrieval and Generation Framework for Alumni Intelligence Using LLaMA 3,Bipin Kumar Acharya|Sudip Koirala|Rajina Chaudhari|K. S. Gautam|Bishwas Pokharel,2025,2025-07-21,0,Open Access
W4412732405,https://doi.org/10.37547/tajiir/volume07issue07-12,Retrieval-Augmented Generation (RAG) for Real-Time Financial Market Analysis,"Data Scientist / AI Researcher Jersey City, NJ, USA|Priyank Tailor",2025,2025-07-29,0,Open Access
W7125777325,https://doi.org/10.5281/zenodo.18385897,Shadow AI And Prompt Injection: Governance Failures In Enterprise AI Security,Samer Aoudi,2026,2026-01-27,0,Open Access
W4405379989,https://doi.org/10.56094/jss.v59i1.273,Augmenting an Incident Dataset with ChatGPT,Jon Ricketts,2022,2022-03-05,0,Open Access
W7117599018,https://doi.org/10.5281/zenodo.18080713,RAG-Enhanced LLM Job Recommendation Systems: Balancing Efficiency and Accuracy in Candidate–Job Matching,Vaibhav Arora|Dr Sunil Maggu,2025,2025-11-06,0,Open Access
W7160298117,https://doi.org/10.5281/zenodo.20039570,"IntelliOps: An Agentic AIOps Platform for Autonomous IT Infrastructure Monitoring, Predictive Failure Detection, and Self-Healing",A. S. Patil|Pratyush Sawle|Pratik Salunke,2026,2026-05-05,0,Open Access
W7162491385,https://doi.org/10.3390/bdcc10060172,A ReAct- and RAG-Based Framework for Metadata Generation and Access in Relational Data Warehouse Processes,Andrey Martynov|Maria Lapina|Mikhail Babenko,2026,2026-05-27,0,Open Access
W4409396885,https://doi.org/10.55041/ijsrem44477,React-Nex – A Modular Component Library with AI-Driven Code Generation,Sahil Wagh|Smit Vadhel,2025,2025-04-13,0,Open Access
W7104005633,https://doi.org/10.5281/zenodo.17528093,TrendSense: An AI-Driven Predictive Intelligence Platform for Technology Foresight,"MIT Art, Design and Technology University|Kuldeep|Amarsinha Mane",2025,2025-11-05,0,Open Access
W7171413509,https://doi.org/10.67228/30715717/ijdeic-2025pii5x8v,Large Language Model-Assisted Metadata Engineering for Enterprise Data Platforms,David Wheeler|Michael Gordon,2025,2025-01-01,0,Open Access
W4403648298,https://doi.org/10.54309/ijict.2024.19.3.007,COMPUTER VISION METHODS FOR CONDUCTING OSINT INVESTIGATIONS,Skobtsov Yurii|B. Tetiana|Paul Ivan|Paul Ivan|M. Larysa,2024,2024-09-15,0,Open Access
W7153236883,https://doi.org/10.55041/ijcope.v2i4.199,The Autonomous Debugger,V. Vanaja V. Vanaja|G Keerthana G Keerthana|B Mallikarjun Reddy B Mallikarjun Reddy|G Manirathan G Manirathan|N Utkarsh N Utkarsh,2026,2026-04-10,0,Open Access
W2109173863,https://doi.org/10.1186/2190-8567-2-13,Multiscale analysis of slow-fast neuronal learning models with noise,Mathieu Galtier|Gilles Wainrib,2012,2012-01-01,22,Open Access
W7139119747,https://doi.org/10.5281/zenodo.19118994,Stratified Context System: A Query-Type-Aware Architecture for AI Agent Memory,Donald E. Brown,2026,2026-03-19,0,Open Access
W7129562177,https://doi.org/10.48550/arxiv.2602.14170,Explainable Interictal Epileptiform Discharge Detection Method Based on Scalp EEG and Retrieval-Augmented Generation,Yu Zhu|Jiayang Guo|Jun Jiang|Peipei Gu|Xin Shu|Duo Chen,2026,2026-02-15,0,Open Access
W7104100576,https://doi.org/10.5281/zenodo.17528094,TrendSense: An AI-Driven Predictive Intelligence Platform for Technology Foresight,"MIT Art, Design and Technology University|Kuldeep|Amarsinha Mane",2025,2025-11-05,0,Open Access
W7138874325,https://doi.org/10.5281/zenodo.19118993,Stratified Context System: A Query-Type-Aware Architecture for AI Agent Memory,Donald E. Brown,2026,2026-03-19,0,Open Access
W4416931869,https://doi.org/10.69849/revistaft/ar10202511302241,CHATBOT RAG PARA INFORMAÇÕES CONTRACEPTIVAS VIA WHATSAPP: ARQUITETURA E PROTOCOLO DE VALIDAÇÃO,João Vitor Melo Fontenele|Samuel Vinicius Pereira de Oliveira,2025,2025-11-30,0,NOT Open Access
W4400206077,https://doi.org/10.17560/atp.v66i6-7.2738,From Data to Design,Robert Becker|Laura Steffny|Thomas Bleistein|Dirk Werth,2024,2024-07-01,0,NOT Open Access
W7117532232,https://doi.org/10.5281/zenodo.18080712,RAG-Enhanced LLM Job Recommendation Systems: Balancing Efficiency and Accuracy in Candidate–Job Matching,Vaibhav Arora|Dr Sunil Maggu,2025,2025-11-06,0,Open Access
W7117460771,https://doi.org/10.38124/ijisrt/25dec1333,Enhanced Legal Information Access in Nigeria: A Novel Retrieval Augmented Generation (RAG) Approach,Emmanuel Chinyere Echeonwu|Dickson Bolou Bolou|Oluwaseyi Oluwatola Omonijo|Mike Johnon Ugbogbo|Chinenye Ekene Omejieke,2025,2025-12-29,0,Open Access
W4416301708,https://doi.org/10.55041/ijsrem54077,Financial Document Analyzer Using AI,Sankalp Sharma|Arya Dalal|Eshika Wandre|Aryan Kankaria,2025,2025-11-17,0,Open Access
W7155012666,https://doi.org/10.5281/zenodo.19664083,D2.3 - Trustworthy AI-based conversational recommender agent,Thide E. Llorente|Javier Santos Arranz|Samuel Rey López|Rodrigo Álvarez Martín|Julián Pérez  Pascual|Carolina Villoria Torres|Marta Plaza-Hernández,2026,2026-04-20,0,Open Access
W7168047347,https://doi.org/10.62674/ijiee.2025.v3i02.002,EMPLOYEE PAYROLL AND MANAGEMENT SYSTEM,Ch.Teja Venkata Someswari|P.Kiranmai|K.Uma Durga Maheswari|T. V. Krishna Moorthy,2026,2026-01-01,0,NOT Open Access
W7135384646,https://doi.org/10.5281/zenodo.19018414,Markdown-Native Agent Memory and Skill Retrieval with FAISS: Building Persistent AI Systems without a Traditional Database,Hrishikesh Maluskar,2026,2026-03-14,0,Open Access
W4413774906,https://doi.org/10.55041/ijsrem52249,"Retrieval-Augmented Generation (RAG) with LLMs: Architecture, Methodology, System Design, Limitations, and Outcomes",Varshini Bhaskar Shetty,2025,2025-08-28,0,Open Access
W7109950196,https://doi.org/10.5281/zenodo.17643487,Chat about SOEP Research Data: A RAG System for Interactive SOEP Data Exploration,"Torossian, Paylag|Goebel, Jan|Wenzig, Knut",2025,2025-11-18,0,Open Access
W7125778437,https://doi.org/10.5281/zenodo.18385896,Shadow AI And Prompt Injection: Governance Failures In Enterprise AI Security,Samer Aoudi,2026,2026-01-27,0,Open Access
W7160250201,https://doi.org/10.5281/zenodo.20039571,"IntelliOps: An Agentic AIOps Platform for Autonomous IT Infrastructure Monitoring, Predictive Failure Detection, and Self-Healing",A. S. Patil|Pratyush Sawle|Pratik Salunke,2026,2026-05-05,0,Open Access
W7154952904,https://doi.org/10.5281/zenodo.19664082,D2.3 - Trustworthy AI-based conversational recommender agent,Thide E. Llorente|Javier Santos Arranz|Samuel Rey López|Rodrigo Álvarez Martín|Julián Pérez  Pascual|Carolina Villoria Torres|Marta Plaza-Hernández,2026,2026-04-20,0,Open Access
